60,122,516	508912
49,171,516	511772
8,124,171	513169
8,122,149	515359
8,51,121	515834
8,122,308	520840
8,22,122	522661
122,124,171	522681
51,121,122	522795
49,121,124	525979
8,122,514	530469
8,84,122	531560
8,49,146	531900
8,122,379	533005
8,122,150	534602
49,51,124	536581
8,171,516	539655
8,122,158	542054
122,171,516	543052
49,122,146	545624
49,51,516	547231
49,121,516	548834
8,121,124	550911
8,51,124	553285
8,49,60	561618
121,122,124	561777
8,49,878	563360
51,122,124	563888
49,124,516	567412
49,122,878	568782
49,60,122	570152
8,51,516	573784
8,121,516	574996
51,122,516	578952
121,122,516	581244
8,122,146	588417
8,124,516	599234
8,122,878	600225
8,60,122	605625
122,124,516	607487
8,49,171	640616
8,49,121	642484
49,121,122	653171
49,122,171	658247
8,49,51	674483
49,51,122	685528
8,121,122	695061
8,122,171	700249
8,49,124	713925
8,51,122	731321
49,122,124	734441
8,49,516	738535
49,122,516	746940
8,122,124	786584
8,122,516	805092
8,49,122	1035314
49,60,121,124	401052
8,49,81,516	401927
49,81,122,516	403131
6,8,49,122	404112
49,51,171,516	404182
8,121,122,878	404460
8,51,60,516	405201
8,121,124,171	405570
8,49,121,514	405991
8,49,124,379	406383
51,60,122,516	406884
8,51,84,122	407104
49,122,124,379	408127
49,121,122,514	408497
8,51,122,379	408712
121,122,124,171	408734
8,49,124,146	409285
49,60,124,516	409502
8,49,60,171	410382
8,49,146,516	410816
49,121,171,516	411472
8,49,124,514	411568
8,22,49,516	412691
8,121,122,146	413136
49,60,122,171	413153
8,60,121,124	413197
8,22,121,122	413319
8,49,379,516	413619
8,49,84,124	414057
49,122,379,516	414289
49,124,171,516	414568
49,122,124,514	414800
8,81,122,516	414835
22,49,122,516	414845
8,22,122,124	414915
8,49,51,878	415236
49,122,146,516	415684
60,121,122,124	416102
8,49,122,511	416197
49,60,121,516	416372
8,51,171,516	416750
8,49,84,121	417733
49,51,122,878	418047
51,122,171,516	418191
49,84,122,124	418785
49,122,124,146	420426
8,121,122,514	420919
49,51,121,124	420927
49,84,121,122	421387
8,122,124,379	421886
8,49,124,878	422541
8,60,124,516	422796
8,49,84,516	423670
60,122,124,516	424273
8,121,171,516	424837
8,49,514,516	425903
49,84,122,516	426131
121,122,171,516	427089
49,122,514,516	427794
8,60,121,516	428759
49,122,124,878	428995
8,122,379,516	429001
8,49,122,524	429364
8,122,124,514	429599
8,60,122,171	430449
8,124,171,516	430614
60,121,122,516	430848
8,22,122,516	431831
8,51,122,878	432253
8,51,121,124	432741
122,124,171,516	432832
8,49,516,878	434027
8,84,122,124	434881
8,49,51,60	435112
8,84,121,122	436118
49,122,516,878	436224
51,121,122,124	436686
8,49,122,476	436889
49,51,60,122	438113
8,122,146,516	438819
8,122,124,878	441822
8,122,514,516	441931
8,84,122,516	442081
49,51,121,516	442371
8,122,124,146	443579
49,51,124,516	445171
8,122,516,878	453323
8,51,60,122	453990
8,49,122,149	454342
8,51,121,516	455451
51,121,122,516	457540
8,49,60,124	458388
49,121,124,516	459152
8,49,121,171	459158
8,51,124,516	459647
8,49,122,150	459656
8,49,51,171	460579
8,49,60,121	460819
1,8,49,122	461343
49,121,122,171	462630
51,122,124,516	462782
49,60,122,124	463376
49,51,122,171	463723
49,60,121,122	464287
8,49,81,122	471514
8,49,122,158	473924
8,121,124,516	475573
8,49,122,308	478220
8,49,124,171	478272
121,122,124,516	479296
8,49,60,516	479613
49,60,122,516	482342
8,22,49,122	482694
8,121,122,171	482730
8,60,121,122	482939
8,60,122,124	482985
49,122,124,171	483731
8,51,122,171	484322
8,49,51,121	491986
8,49,84,122	493785
49,51,121,122	495817
8,49,122,514	498428
8,49,122,379	499330
8,60,122,516	502356
8,49,171,516	505953
8,122,124,171	507619
49,122,171,516	508727
8,51,121,122	514974
8,49,121,124	519149
8,49,122,146	520432
8,49,51,124	523160
49,121,122,124	524899
49,51,122,124	529476
8,122,171,516	533716
8,49,51,516	541826
8,49,121,516	544367
49,51,122,516	545103
49,121,122,516	547869
8,121,122,124	549587
8,49,122,878	550369
8,51,122,124	551180
8,49,60,122	558628
8,49,124,516	559199
49,122,124,516	564239
8,51,122,516	571220
8,121,122,516	573750
8,122,124,516	594475
8,49,122,171	632561
8,49,121,122	640419
8,49,51,122	669483
8,49,122,124	707037
8,49,122,516	731576
8,49,81,122,516	400507
49,60,121,122,124	400740
8,49,51,171,516	402286
49,51,122,171,516	403574
8,51,60,122,516	404750
8,49,122,124,379	404864
8,121,122,124,171	405093
8,49,121,122,514	405542
8,49,60,124,516	407040
8,49,122,124,146	407048
49,60,122,124,516	408617
8,49,122,146,516	409108
8,49,60,122,171	409277
8,49,121,171,516	409819
8,49,122,124,514	410630
49,121,122,171,516	411132
8,49,124,171,516	411537
8,22,49,122,516	411741
8,49,122,379,516	412130
8,60,121,122,124	412764
8,49,84,122,124	413054
8,49,51,122,878	413331
49,122,124,171,516	413678
8,49,60,121,516	414655
8,51,122,171,516	415630
49,60,121,122,516	416070
8,49,84,121,122	417330
8,49,51,121,124	418090
8,49,122,124,878	420513
49,51,121,122,124	420659
8,60,122,124,516	421053
8,49,84,122,516	422779
8,121,122,171,516	424395
8,49,122,514,516	425084
8,60,121,122,516	428342
8,122,124,171,516	428380
8,49,122,516,878	431939
8,51,121,122,124	432395
8,49,51,60,122	434486
8,49,51,121,516	440814
49,51,121,122,516	442114
8,49,51,124,516	442244
49,51,122,124,516	444207
8,51,121,122,516	455143
8,49,121,124,516	456673
8,49,60,122,124	457153
8,49,121,122,171	458464
49,121,122,124,516	458761
8,51,122,124,516	458901
8,49,51,122,171	458999
8,49,60,121,122	460130
8,121,122,124,516	475113
8,49,122,124,171	475970
8,49,60,122,516	478583
8,49,51,121,122	491505
8,49,122,171,516	503451
8,49,121,122,124	518347
8,49,51,122,124	521876
8,49,51,122,516	540435
8,49,121,122,516	543574
8,49,122,124,516	557056
8,49,51,122,171,516	401748
8,49,60,122,124,516	406610
8,49,121,122,171,516	409519
8,49,122,124,171,516	410812
8,49,60,121,122,516	414398
8,49,51,121,122,124	417878
8,49,51,121,122,516	440610
8,49,51,122,124,516	441787
8,49,121,122,124,516	456361
